1, none, minecraft:the_void, MONSTER, starvingskeleton:starving_skeleton, 10, 1, 4
310, icy, minecraft:snowy_plains, MONSTER, midnightlurker:midnight_lurker_seen_angressive, 10, 1, 1
311, icy, minecraft:snowy_plains, MONSTER, the_anomaly:anomaly_escape, 80, 1, 1
312, icy, minecraft:snowy_plains, MONSTER, the_cuckoo_clock:chuckoo_clock, 10, 1, 1
313, icy, minecraft:snowy_plains, MONSTER, humans_refuted:humans_refuted, 10, 1, 4
314, icy, minecraft:snowy_plains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
315, icy, minecraft:snowy_plains, MONSTER, alexsmobs:farseer, 30, 1, 1
316, icy, minecraft:snowy_plains, MONSTER, alexsmobs:murmur, 10, 1, 1
317, icy, minecraft:snowy_plains, MONSTER, theboogeyman:stalking_boogeyman, 10, 1, 1
318, icy, minecraft:snowy_plains, MONSTER, hardtodestroyreptile:the_hard_to_destroy_reptile, 10, 1, 1
319, icy, minecraft:snowy_plains, MONSTER, graveyard:revenant, 25, 5, 8
320, icy, minecraft:snowy_plains, MONSTER, midnightlurker:midnight_lurker_creep, 15, 1, 1
321, icy, minecraft:snowy_plains, MONSTER, midnightlurker:midnight_lurker_backturned, 15, 1, 1
322, icy, minecraft:snowy_plains, MONSTER, midnightlurker:invisible_static, 10, 1, 1
323, icy, minecraft:snowy_plains, MONSTER, midnightlurker:midnight_lurker_hider, 10, 1, 1
324, icy, minecraft:snowy_plains, MONSTER, tr_slender:slenderman, 25, 1, 1
325, icy, minecraft:snowy_plains, MONSTER, antlers:wendigo, 20, 1, 1
326, icy, minecraft:snowy_plains, MONSTER, sleep_killer:sleep_killer, 10, 1, 4
327, icy, minecraft:snowy_plains, MONSTER, the_anomaly:anomaly_shadow, 80, 1, 1
328, icy, minecraft:snowy_plains, MONSTER, midnightlurker:midnight_lurker_stalking, 15, 1, 1
329, icy, minecraft:snowy_plains, MONSTER, midnightlurker:midnight_lurker_invisible, 10, 1, 1
330, icy, minecraft:snowy_plains, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
331, icy, minecraft:snowy_plains, MONSTER, boh:gold_lost, 20, 4, 4
332, icy, minecraft:snowy_plains, MONSTER, midnightlurker:midnight_lurker_stare, 15, 1, 1
333, icy, minecraft:snowy_plains, MONSTER, the_anomaly:anomaly_visitor_2, 80, 1, 1
334, icy, minecraft:snowy_plains, MONSTER, the_anomaly:anomaly_visitor, 80, 1, 1
335, icy, minecraft:snowy_plains, MONSTER, the_anomaly:anomaly_viewer, 80, 1, 1
336, icy, minecraft:snowy_plains, MONSTER, midnightlurker:midnight_lurker_faker_watcher, 10, 1, 1
337, icy, minecraft:snowy_plains, MONSTER, midnightlurker:midnight_phantom_head, 12, 1, 1
338, icy, minecraft:snowy_plains, MONSTER, midnightlurker:midnight_lurker_faker, 10, 1, 1
339, icy, minecraft:snowy_plains, MONSTER, the_cuckoo_clock:chuckoo_clock_spawn, 10, 1, 1
340, icy, minecraft:snowy_plains, MONSTER, peripheral_jumper:peripheral_jumper, 10, 1, 1
341, icy, minecraft:snowy_plains, MONSTER, eyesinthedark:eyes_in_the_dark, 10, 1, 1
342, icy, minecraft:snowy_plains, MONSTER, red_sea_object:scp_093, 10, 1, 1
343, icy, minecraft:snowy_plains, MONSTER, builder_bear:scp_1048_b, 10, 1, 1
344, icy, minecraft:snowy_plains, MONSTER, theoldman:trigger, 10, 1, 1
345, icy, minecraft:snowy_plains, MONSTER, eye_pods:eye_pod_spawn, 10, 1, 1
346, icy, minecraft:snowy_plains, MONSTER, the_sculpture:the_sculpture, 10, 1, 1
347, icy, minecraft:snowy_plains, MONSTER, shy_guy:shy_guy, 10, 1, 1
348, icy, minecraft:snowy_plains, MONSTER, theoldman:the_old_man_trigger, 10, 1, 1
349, icy, minecraft:snowy_plains, MONSTER, red_sea_object:scp_093_b, 10, 1, 4
350, icy, minecraft:snowy_plains, MONSTER, builder_bear:builder_bear, 10, 1, 1
351, icy, minecraft:snowy_plains, MONSTER, builder_bear:scp_1048_a, 10, 1, 1
352, icy, minecraft:snowy_plains, MONSTER, erics_toy:erics_toy, 10, 1, 1
353, icy, minecraft:snowy_plains, MONSTER, midnightlurker:midnight_lurker_runaway, 15, 1, 1
354, icy, minecraft:snowy_plains, MONSTER, theplaguedoctor:plague_doctor, 10, 1, 1
355, icy, minecraft:snowy_plains, MONSTER, the_anomaly:anomaly_shadow_stalker, 80, 1, 1
356, icy, minecraft:snowy_plains, MONSTER, midnightlurker:midnight_lurker_faker_aggro, 10, 1, 1
357, icy, minecraft:snowy_plains, MONSTER, the_cuckoo_clock:stalking_chuckoo_clock, 20, 1, 1
358, icy, minecraft:snowy_plains, MONSTER, theboogeyman:boogeyman_hallucination, 10, 1, 1
359, icy, minecraft:snowy_plains, MONSTER, the_sculpture:mexican_sculpture, 10, 1, 1
360, icy, minecraft:snowy_plains, MONSTER, midnightlurker:midnight_lurker_shadow, 10, 1, 1
361, icy, minecraft:snowy_plains, MONSTER, the_anomaly:anomaly_trap, 80, 1, 1
362, icy, minecraft:snowy_plains, MONSTER, midnightlurker:midnight_lurker_shadow_eyes, 10, 1, 1
363, icy, minecraft:snowy_plains, MONSTER, builder_bear:scp_1048_c, 10, 1, 1
364, icy, minecraft:snowy_plains, CREATURE, minecraft:rabbit, 10, 2, 3
365, icy, minecraft:snowy_plains, CREATURE, minecraft:polar_bear, 10, 1, 2
366, icy, minecraft:snowy_plains, CREATURE, midnightlurker:shape_shifter_cow, 10, 1, 1
367, icy, minecraft:snowy_plains, CREATURE, alexsmobs:moose, 10, 3, 4
368, icy, minecraft:snowy_plains, CREATURE, alexsmobs:raccoon, 10, 2, 4
369, icy, minecraft:snowy_plains, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
370, icy, minecraft:snowy_plains, CREATURE, alexsmobs:crow, 10, 3, 5
371, icy, minecraft:snowy_plains, CREATURE, alexsmobs:tusklin, 18, 3, 5
372, icy, minecraft:snowy_plains, CREATURE, alexsmobs:bison, 10, 6, 10
373, icy, minecraft:snowy_plains, CREATURE, thestairwell:stairwell_spawn, 10, 1, 1
374, icy, minecraft:snowy_plains, CREATURE, midnightlurker:shapeshifter_pig, 10, 1, 1
375, icy, minecraft:snowy_plains, AMBIENT, minecraft:bat, 10, 8, 8
376, icy, minecraft:snowy_plains, AMBIENT, midnightlurker:invisible_footsteps, 10, 1, 1
377, icy, minecraft:snowy_plains, AMBIENT, midnightlurker:invisible_animal_killer, 10, 1, 1
378, icy, minecraft:snowy_plains, AMBIENT, midnightlurker:invisible_lurker_footsteps, 10, 1, 1
379, icy, minecraft:snowy_plains, AMBIENT, alexsmobs:fly, 10, 2, 3
380, icy, minecraft:snowy_plains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
381, icy, minecraft:snowy_plains, AMBIENT, midnightlurker:void_gateway, 10, 1, 1
382, icy, minecraft:snowy_plains, AMBIENT, midnightlurker:midnight_lurker_shapeshifter, 10, 1, 1
383, icy, minecraft:snowy_plains, AMBIENT, midnightlurker:void_hands, 10, 1, 1
384, icy, minecraft:snowy_plains, AMBIENT, midnightlurker:invisible_shadow, 10, 1, 1
385, icy, minecraft:snowy_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
386, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
387, icy, minecraft:snowy_plains, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
388, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
389, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
390, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
391, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
392, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
393, none, minecraft:ice_spikes, MONSTER, minecraft:spider, 80, 4, 4
394, none, minecraft:ice_spikes, MONSTER, minecraft:zombie, 80, 4, 4
395, none, minecraft:ice_spikes, MONSTER, minecraft:zombie_villager, 10, 1, 1
396, none, minecraft:ice_spikes, MONSTER, minecraft:skeleton, 20, 4, 4
397, none, minecraft:ice_spikes, MONSTER, minecraft:creeper, 80, 4, 4
398, none, minecraft:ice_spikes, MONSTER, minecraft:slime, 80, 4, 4
399, none, minecraft:ice_spikes, MONSTER, minecraft:enderman, 5, 1, 4
400, none, minecraft:ice_spikes, MONSTER, minecraft:witch, 5, 1, 1
401, none, minecraft:ice_spikes, MONSTER, minecraft:stray, 80, 4, 4
402, none, minecraft:ice_spikes, MONSTER, with_many_voices:with_many_voices, 40, 3, 5
403, none, minecraft:ice_spikes, MONSTER, starvingskeleton:starving_skeleton, 10, 1, 4
404, none, minecraft:ice_spikes, MONSTER, midnightlurker:midnightlurker_ne, 10, 1, 1
405, none, minecraft:ice_spikes, MONSTER, theticklemonste:tickle_monster, 10, 1, 1
406, none, minecraft:ice_spikes, MONSTER, peripheral_jumper:peripheral_jumper_jumpscare_trigger, 10, 1, 1
407, none, minecraft:ice_spikes, MONSTER, the_anomaly:ent_attack_animal, 20, 4, 4
408, none, minecraft:ice_spikes, MONSTER, midnightlurker:midnight_lurker_watcher, 15, 1, 1
409, none, minecraft:ice_spikes, MONSTER, midnightlurker:midnight_lurker_unprovoked, 15, 1, 1
410, none, minecraft:ice_spikes, MONSTER, blanketghost:blanket_ghost, 10, 1, 1
411, none, minecraft:ice_spikes, MONSTER, midnightlurker:invisible_cave_sounds, 10, 1, 1
412, none, minecraft:ice_spikes, MONSTER, burning_man:burning_man, 10, 1, 1
413, none, minecraft:ice_spikes, MONSTER, thepossessivemask:the_possessive_mask_host, 10, 1, 1
414, none, minecraft:ice_spikes, MONSTER, boh:michael_davies, 20, 4, 4
415, none, minecraft:ice_spikes, MONSTER, midnightlurker:spookyambienceentity, 10, 1, 1
416, none, minecraft:ice_spikes, MONSTER, the_cuckoo_clock:trigger, 10, 1, 1
417, none, minecraft:ice_spikes, MONSTER, graveyard:nightmare, 10, 1, 1
418, none, minecraft:ice_spikes, MONSTER, midnightlurker:midnight_lurker_seen_angressive, 10, 1, 1
419, none, minecraft:ice_spikes, MONSTER, the_anomaly:anomaly_escape, 80, 1, 1
420, none, minecraft:ice_spikes, MONSTER, the_cuckoo_clock:chuckoo_clock, 10, 1, 1
421, none, minecraft:ice_spikes, MONSTER, humans_refuted:humans_refuted, 10, 1, 4
422, none, minecraft:ice_spikes, MONSTER, alexsmobs:centipede_head, 10, 1, 1
423, none, minecraft:ice_spikes, MONSTER, alexsmobs:farseer, 30, 1, 1
424, none, minecraft:ice_spikes, MONSTER, alexsmobs:murmur, 10, 1, 1
425, none, minecraft:ice_spikes, MONSTER, theboogeyman:stalking_boogeyman, 10, 1, 1
426, none, minecraft:ice_spikes, MONSTER, hardtodestroyreptile:the_hard_to_destroy_reptile, 10, 1, 1
427, none, minecraft:ice_spikes, MONSTER, graveyard:revenant, 25, 5, 8
428, none, minecraft:ice_spikes, MONSTER, midnightlurker:midnight_lurker_creep, 15, 1, 1
429, none, minecraft:ice_spikes, MONSTER, midnightlurker:midnight_lurker_backturned, 15, 1, 1
430, none, minecraft:ice_spikes, MONSTER, midnightlurker:invisible_static, 10, 1, 1
431, none, minecraft:ice_spikes, MONSTER, midnightlurker:midnight_lurker_hider, 10, 1, 1
432, none, minecraft:ice_spikes, MONSTER, tr_slender:slenderman, 25, 1, 1
433, none, minecraft:ice_spikes, MONSTER, antlers:wendigo, 20, 1, 1
434, none, minecraft:ice_spikes, MONSTER, sleep_killer:sleep_killer, 10, 1, 4
435, none, minecraft:ice_spikes, MONSTER, the_anomaly:anomaly_shadow, 80, 1, 1
436, none, minecraft:ice_spikes, MONSTER, midnightlurker:midnight_lurker_stalking, 15, 1, 1
437, none, minecraft:ice_spikes, MONSTER, midnightlurker:midnight_lurker_invisible, 10, 1, 1
438, none, minecraft:ice_spikes, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
439, none, minecraft:ice_spikes, MONSTER, midnightlurker:midnight_lurker_stare, 15, 1, 1
440, none, minecraft:ice_spikes, MONSTER, the_anomaly:anomaly_visitor_2, 80, 1, 1
441, none, minecraft:ice_spikes, MONSTER, the_anomaly:anomaly_visitor, 80, 1, 1
442, none, minecraft:ice_spikes, MONSTER, the_anomaly:anomaly_viewer, 80, 1, 1
443, none, minecraft:ice_spikes, MONSTER, midnightlurker:midnight_lurker_faker_watcher, 10, 1, 1
444, none, minecraft:ice_spikes, MONSTER, midnightlurker:midnight_phantom_head, 12, 1, 1
445, none, minecraft:ice_spikes, MONSTER, midnightlurker:midnight_lurker_faker, 10, 1, 1
446, none, minecraft:ice_spikes, MONSTER, the_cuckoo_clock:chuckoo_clock_spawn, 10, 1, 1
447, none, minecraft:ice_spikes, MONSTER, peripheral_jumper:peripheral_jumper, 10, 1, 1
448, none, minecraft:ice_spikes, MONSTER, eyesinthedark:eyes_in_the_dark, 10, 1, 1
449, none, minecraft:ice_spikes, MONSTER, red_sea_object:scp_093, 10, 1, 1
450, none, minecraft:ice_spikes, MONSTER, builder_bear:scp_1048_b, 10, 1, 1
451, none, minecraft:ice_spikes, MONSTER, theoldman:trigger, 10, 1, 1
452, none, minecraft:ice_spikes, MONSTER, eye_pods:eye_pod_spawn, 10, 1, 1
453, none, minecraft:ice_spikes, MONSTER, the_sculpture:the_sculpture, 10, 1, 1
454, none, minecraft:ice_spikes, MONSTER, shy_guy:shy_guy, 10, 1, 1
455, none, minecraft:ice_spikes, MONSTER, theoldman:the_old_man_trigger, 10, 1, 1
456, none, minecraft:ice_spikes, MONSTER, builder_bear:builder_bear, 10, 1, 1
457, none, minecraft:ice_spikes, MONSTER, builder_bear:scp_1048_a, 10, 1, 1
458, none, minecraft:ice_spikes, MONSTER, erics_toy:erics_toy, 10, 1, 1
459, none, minecraft:ice_spikes, MONSTER, midnightlurker:midnight_lurker_runaway, 15, 1, 1
460, none, minecraft:ice_spikes, MONSTER, theplaguedoctor:plague_doctor, 10, 1, 1
461, none, minecraft:ice_spikes, MONSTER, the_anomaly:anomaly_shadow_stalker, 80, 1, 1
462, none, minecraft:ice_spikes, MONSTER, midnightlurker:midnight_lurker_faker_aggro, 10, 1, 1
463, none, minecraft:ice_spikes, MONSTER, the_cuckoo_clock:stalking_chuckoo_clock, 20, 1, 1
464, none, minecraft:ice_spikes, MONSTER, theboogeyman:boogeyman_hallucination, 10, 1, 1
465, none, minecraft:ice_spikes, MONSTER, the_sculpture:mexican_sculpture, 10, 1, 1
466, none, minecraft:ice_spikes, MONSTER, midnightlurker:midnight_lurker_shadow, 10, 1, 1
467, none, minecraft:ice_spikes, MONSTER, the_anomaly:anomaly_trap, 80, 1, 1
468, none, minecraft:ice_spikes, MONSTER, midnightlurker:midnight_lurker_shadow_eyes, 10, 1, 1
469, none, minecraft:ice_spikes, MONSTER, builder_bear:scp_1048_c, 10, 1, 1
470, none, minecraft:ice_spikes, CREATURE, minecraft:rabbit, 10, 2, 3
471, none, minecraft:ice_spikes, CREATURE, minecraft:polar_bear, 10, 1, 2
472, none, minecraft:ice_spikes, CREATURE, midnightlurker:shape_shifter_cow, 10, 1, 1
473, none, minecraft:ice_spikes, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
474, none, minecraft:ice_spikes, CREATURE, alexsmobs:froststalker, 20, 5, 7
475, none, minecraft:ice_spikes, CREATURE, alexsmobs:tusklin, 18, 3, 5
476, none, minecraft:ice_spikes, CREATURE, midnightlurker:shapeshifter_pig, 10, 1, 1
477, none, minecraft:ice_spikes, AMBIENT, minecraft:bat, 10, 8, 8
478, none, minecraft:ice_spikes, AMBIENT, midnightlurker:invisible_footsteps, 10, 1, 1
479, none, minecraft:ice_spikes, AMBIENT, midnightlurker:invisible_animal_killer, 10, 1, 1
480, none, minecraft:ice_spikes, AMBIENT, midnightlurker:invisible_lurker_footsteps, 10, 1, 1
481, none, minecraft:ice_spikes, AMBIENT, alexsmobs:fly, 10, 2, 3
482, none, minecraft:ice_spikes, AMBIENT, alexsmobs:cockroach, 10, 5, 5
483, none, minecraft:ice_spikes, AMBIENT, midnightlurker:void_gateway, 10, 1, 1
484, none, minecraft:ice_spikes, AMBIENT, midnightlurker:midnight_lurker_shapeshifter, 10, 1, 1
485, none, minecraft:ice_spikes, AMBIENT, midnightlurker:void_hands, 10, 1, 1
486, none, minecraft:ice_spikes, AMBIENT, midnightlurker:invisible_shadow, 10, 1, 1
487, none, minecraft:ice_spikes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
488, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
489, none, minecraft:ice_spikes, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
490, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
491, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
492, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
493, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
494, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
495, desert, minecraft:desert, MONSTER, minecraft:spider, 80, 4, 4
496, desert, minecraft:desert, MONSTER, minecraft:zombie, 19, 4, 4
497, desert, minecraft:desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
498, desert, minecraft:desert, MONSTER, minecraft:skeleton, 80, 4, 4
499, desert, minecraft:desert, MONSTER, minecraft:creeper, 80, 4, 4
500, desert, minecraft:desert, MONSTER, minecraft:slime, 80, 4, 4
501, desert, minecraft:desert, MONSTER, minecraft:enderman, 5, 1, 4
502, desert, minecraft:desert, MONSTER, minecraft:witch, 5, 1, 1
503, desert, minecraft:desert, MONSTER, minecraft:husk, 80, 4, 4
504, desert, minecraft:desert, MONSTER, with_many_voices:with_many_voices, 40, 3, 5
505, desert, minecraft:desert, MONSTER, starvingskeleton:starving_skeleton, 10, 1, 4
506, desert, minecraft:desert, MONSTER, midnightlurker:midnightlurker_ne, 10, 1, 1
507, desert, minecraft:desert, MONSTER, theticklemonste:tickle_monster, 10, 1, 1
508, desert, minecraft:desert, MONSTER, peripheral_jumper:peripheral_jumper_jumpscare_trigger, 10, 1, 1
509, desert, minecraft:desert, MONSTER, the_anomaly:ent_attack_animal, 20, 4, 4
510, desert, minecraft:desert, MONSTER, midnightlurker:midnight_lurker_watcher, 15, 1, 1
511, desert, minecraft:desert, MONSTER, midnightlurker:midnight_lurker_unprovoked, 15, 1, 1
512, desert, minecraft:desert, MONSTER, blanketghost:blanket_ghost, 10, 1, 1
513, desert, minecraft:desert, MONSTER, midnightlurker:invisible_cave_sounds, 10, 1, 1
514, desert, minecraft:desert, MONSTER, burning_man:burning_man, 10, 1, 1
515, desert, minecraft:desert, MONSTER, thepossessivemask:the_possessive_mask_host, 10, 1, 1
516, desert, minecraft:desert, MONSTER, boh:michael_davies, 20, 4, 4
517, desert, minecraft:desert, MONSTER, midnightlurker:spookyambienceentity, 10, 1, 1
518, desert, minecraft:desert, MONSTER, the_cuckoo_clock:trigger, 10, 1, 1
519, desert, minecraft:desert, MONSTER, graveyard:nightmare, 10, 1, 1
520, desert, minecraft:desert, MONSTER, midnightlurker:midnight_lurker_seen_angressive, 10, 1, 1
521, desert, minecraft:desert, MONSTER, the_anomaly:anomaly_escape, 80, 1, 1
522, desert, minecraft:desert, MONSTER, the_cuckoo_clock:chuckoo_clock, 10, 1, 1
523, desert, minecraft:desert, MONSTER, humans_refuted:humans_refuted, 10, 1, 4
524, desert, minecraft:desert, MONSTER, alexsmobs:centipede_head, 10, 1, 1
525, desert, minecraft:desert, MONSTER, alexsmobs:guster, 35, 1, 2
526, desert, minecraft:desert, MONSTER, alexsmobs:farseer, 30, 1, 1
527, desert, minecraft:desert, MONSTER, alexsmobs:murmur, 10, 1, 1
528, desert, minecraft:desert, MONSTER, theboogeyman:stalking_boogeyman, 10, 1, 1
529, desert, minecraft:desert, MONSTER, hardtodestroyreptile:the_hard_to_destroy_reptile, 10, 1, 1
530, desert, minecraft:desert, MONSTER, midnightlurker:midnight_lurker_creep, 15, 1, 1
531, desert, minecraft:desert, MONSTER, midnightlurker:midnight_lurker_backturned, 15, 1, 1
532, desert, minecraft:desert, MONSTER, midnightlurker:invisible_static, 10, 1, 1
533, desert, minecraft:desert, MONSTER, midnightlurker:midnight_lurker_hider, 10, 1, 1
534, desert, minecraft:desert, MONSTER, tr_slender:slenderman, 25, 1, 1
535, desert, minecraft:desert, MONSTER, antlers:wendigo, 20, 1, 1
536, desert, minecraft:desert, MONSTER, sleep_killer:sleep_killer, 10, 1, 4
537, desert, minecraft:desert, MONSTER, the_anomaly:anomaly_shadow, 80, 1, 1
538, desert, minecraft:desert, MONSTER, midnightlurker:midnight_lurker_stalking, 15, 1, 1
539, desert, minecraft:desert, MONSTER, midnightlurker:midnight_lurker_invisible, 10, 1, 1
540, desert, minecraft:desert, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
541, desert, minecraft:desert, MONSTER, midnightlurker:midnight_lurker_stare, 15, 1, 1
542, desert, minecraft:desert, MONSTER, the_anomaly:anomaly_visitor_2, 80, 1, 1
543, desert, minecraft:desert, MONSTER, the_anomaly:anomaly_visitor, 80, 1, 1
544, desert, minecraft:desert, MONSTER, the_anomaly:anomaly_viewer, 80, 1, 1
545, desert, minecraft:desert, MONSTER, midnightlurker:midnight_lurker_faker_watcher, 10, 1, 1
546, desert, minecraft:desert, MONSTER, midnightlurker:midnight_phantom_head, 12, 1, 1
547, desert, minecraft:desert, MONSTER, midnightlurker:midnight_lurker_faker, 10, 1, 1
548, desert, minecraft:desert, MONSTER, the_cuckoo_clock:chuckoo_clock_spawn, 10, 1, 1
549, desert, minecraft:desert, MONSTER, peripheral_jumper:peripheral_jumper, 10, 1, 1
550, desert, minecraft:desert, MONSTER, eyesinthedark:eyes_in_the_dark, 10, 1, 1
